"","C1","C2","C3","C4","C5","R2","R3","R4","R5"
"ENSMUSG00000000305",4.95926844980209,1.91346045991992,2.5298295726436,4.68612055491112,3.55350929492773,2.54389309881751,1.54431075424089,1.72671820482126,4.04949041031955
"ENSMUSG00000000317",2.43914082961515,3.63473277052901,2.01052032310145,2.29005353243453,3.00153264018713,2.65679587899491,1.91213334516345,2.77951377199761,3.43709397263402
"ENSMUSG00000000318",2.2023554185956,2.0754767099625,2.25964013888769,1.46746199648444,2.33102362583862,2.39180540566792,2.30974095248323,2.25881633032208,1.99641304532401
"ENSMUSG00000000320",0.881883549131068,0.696343180975141,0.644211185336579,0.864387708346327,0.995519875968189,0.618195848556929,0.602573741937323,0.786187198903095,0.926686455474544
"ENSMUSG00000000325",5.93396873257572,5.24158068624917,5.66234791764981,5.49864495375239,5.67609804048777,5.4452526358945,5.30297736632045,6.16510633243656,6.39798467420934
"ENSMUSG00000000326",16.2899411712725,17.6324873693849,17.0130946736141,16.9007433552202,16.4663072428518,16.8061562023847,17.5982459268208,17.6724280891936,16.1957529110835
"ENSMUSG00000000339",2.33882720661779,1.97020770735824,2.57524094661781,2.55172346607492,2.61034639092261,1.85050768129857,2.62131065990653,2.26302304335093,2.4217515106509
"ENSMUSG00000000340",22.6592948299583,24.258129355249,22.2031081705401,20.3380205292396,20.0697607555244,20.9888388911387,23.5789863800184,20.526863093506,19.3233488533116
"ENSMUSG00000000346",29.2416319865249,29.888745727287,27.1762325212324,25.3343193033863,26.0095737176304,30.0371794493297,31.8742135651279,28.7993936110356,27.7261823148891
"ENSMUSG00000000355",5.87636834965809,5.42859247846615,5.61144378794687,5.2790772755533,5.0357526267029,5.30549769313291,5.57503308392645,5.19812739510455,5.89352721359243
"ENSMUSG00000000359",0.925772452530005,1.09983177853461,0.983593397180855,1.29824050599673,1.44747922144457,0.79467290507692,0.930011137852273,1.41810422200963,1.46986684270307
"ENSMUSG00000000374",25.273389818838,23.3057990720199,23.8025426824193,25.7467911179559,25.9286037796602,23.7060426805712,23.7009766674492,21.9306722103656,23.7385983022015
"ENSMUSG00000000378",3.58645020462583,3.89512672507672,3.92112491689787,4.02936957663598,3.85603531864032,4.28768885315546,3.34689386374677,4.77721081579771,3.81339839342954
"ENSMUSG00000000384",11.4381407006438,11.5015311433336,11.9253781486574,12.2976534093985,11.7337566328505,11.3843886640037,12.0114723587909,11.3018554579377,12.2694878667637
"ENSMUSG00000000386",0.486221457086652,0.325793110882019,0.606589711161076,0.528177667293329,0.884177187812828,0.609154231454051,0.357350263572342,0.619952894507484,0.473481693229302
"ENSMUSG00000000392",4.57733869808635,8.25476948686825,5.09443803865708,5.17607558942065,5.34458729496257,3.99717612473159,4.14585515273349,4.65377094862374,5.79203304887504
"ENSMUSG00000000399",53.9412584286109,53.8804376510312,56.323297289388,53.5683392498885,55.1158325134645,50.4038944308849,54.9211781078937,50.6250751574254,52.5201698154458
"ENSMUSG00000000402",1.2180282327815,1.19628204005913,1.52332781420782,1.276222803844,1.05777610829073,0.990265737946315,0.945680956497332,0.964911207681066,1.12990872723307
"ENSMUSG00000000409",0.0128114577222537,0.0250584732259636,0.0288871452878741,0.0328798194421417,1.2669779937675,0.44015764051186,0.0292221684767619,1.37922230543592,0.0156199437367007
"ENSMUSG00000000416",0.900028414762383,0.732547420517943,0.713856008027265,0.669849536209384,0.970255660899313,0.747772773582514,0.606531689848364,0.721397044446976,0.787102252534657
"ENSMUSG00000000420",31.9184017910401,27.8615311880506,26.9779361553806,32.5463598273939,29.7835371615292,26.2282230592859,26.8508309359982,25.3753843400832,30.6471070798982
"ENSMUSG00000000435",0.596491882333776,0.635878220046474,0.537430916774601,0.793247441204445,0.52658357934801,0.556889022871517,0.57380453989262,0.70842098826411,0.76100836185286
"ENSMUSG00000000439",20.7107858635612,18.0876496581424,19.4393175834508,21.4291229950099,21.9218378743228,19.603851333326,20.22325154864,20.4645229425415,21.8619577266175
"ENSMUSG00000000440",1.26973138867796,2.4947742235343,1.94534314728201,1.66687299228548,1.85455224532588,2.23204603920713,3.64267103649301,3.50662181435062,1.23255632424274
"ENSMUSG00000000441",25.1389916946631,21.9885221415906,23.1416275748787,26.0858903719242,24.8355754802663,23.9024191527405,25.9086096324045,25.3255513067575,25.0606256488598
"ENSMUSG00000000486",0.370509037673917,0.266904505814845,0.523563219193755,0.605225274744279,1.54673386308408,0.469257235601047,0.261402884246107,1.56032252024048,0.519121518446604
"ENSMUSG00000000489",5.29157905548044,4.83525216844844,4.71464555864726,6.0893337108206,7.82888209143261,3.84455746285431,5.1383790628736,7.25866539191087,10.2692058553383
"ENSMUSG00000000530",4.69884394256748,4.82928747112997,5.55243144586052,4.16283182747548,5.43076931561491,4.65868590527491,5.04764653867911,5.6092863931519,5.48402536272406
"ENSMUSG00000000531",1.10049693023428,1.56564858718145,1.4063147919613,1.42163841099179,1.36059999057429,1.63589617157788,1.68560644724063,1.83653309508091,1.54729727705898
"ENSMUSG00000000532",27.8689932617979,34.3600881752261,38.3478348284908,24.6057563782408,21.4235609693086,36.8042496420157,35.3937071500662,31.9831987986558,21.7089090172378
"ENSMUSG00000000538",39.52565759683,44.3809417009275,47.0020423464966,36.8211804822148,41.3767056122938,45.6620047055779,46.5404473428309,46.4726986043723,44.1788723412699
"ENSMUSG00000000552",1.58986122038276,1.37011499677938,1.02068214698548,1.14243906322389,1.53221082796422,1.07930661457435,1.13001690798867,1.40886983904191,1.28450044012348
"ENSMUSG00000000555",3.7880025445501,6.27656591176392,6.02628898154419,3.96643892757066,4.63384105326263,5.65786938368245,6.23531784654994,5.27305582165798,5.77127532708337
"ENSMUSG00000000560",8.75721316838351,10.3155900559912,10.0633890994663,11.6038963881194,9.79074588892334,9.39128994360058,9.6722300571693,7.99435305725385,10.0655973695185
"ENSMUSG00000000561",9.88613543311665,10.2386711358739,10.6603381897452,8.22357671723108,9.41320905036796,11.3781487163704,13.6999424256559,13.1541712815595,10.8653858568365
"ENSMUSG00000000562",0.880438476880611,0.987115575285155,1.12802912362023,0.914055892844922,1.12978689160115,0.953429756622343,0.942388454517099,1.35054991468648,1.16645761467949
"ENSMUSG00000000563",168.505966833868,160.662211780778,160.742510587768,168.594610901221,150.014129325816,148.193631603108,151.449657772513,139.042052574461,154.818596778512
"ENSMUSG00000000567",0.636672041406895,0.772090351786185,0.911638718055416,0.695793790684306,0.326309150435234,0.515414281743706,0.837512119201012,0.819610812959932,0.624842189987063
"ENSMUSG00000000568",14.3450950432775,14.2866778665272,13.5178676946082,15.2419756195146,13.5188956963793,14.169577122535,13.315827750483,13.1779145735767,14.2125596984318
"ENSMUSG00000000579",25.8765913224457,24.3083407790241,24.2963303168418,26.082540221085,25.2710648626153,23.9434658928917,23.8126504862245,24.4815568302799,25.7995912136502
"ENSMUSG00000000581",10.8736848256764,9.3960809125582,8.23718913734783,9.28744475922354,8.91569046867961,7.88884609452628,7.70683133333659,7.80616809885287,8.24491392891753
"ENSMUSG00000000594",7.26928811541009,7.47786925039767,7.38380438198998,7.64585971692255,9.07122123760448,7.52493268379661,5.82620412775565,7.82153220580149,7.12337755302916
"ENSMUSG00000000600",38.3602410082519,36.8075629254994,37.6269895896308,35.8980744022988,36.137844196251,37.0609501842854,39.5313870565885,39.1511339347306,36.0937358487995
"ENSMUSG00000000605",32.5351665145778,29.7079260457683,32.2744392358034,30.9232169288219,28.652570353844,30.6316031029275,30.4537636904038,29.121496358575,29.3560474560468
"ENSMUSG00000000627",0.299155382734127,0.231923809947329,0.400125724494357,0.474803559478945,0.50941436496355,0.375080425398315,0.357350263572342,0.422327109724496,0.415008571382741
"ENSMUSG00000000628",136.599008807735,115.15551312275,115.864322153995,191.145052170616,208.509030813758,112.710422751848,131.9231230681,119.938768647922,186.444775836432
"ENSMUSG00000000631",99.7361731729336,104.383489502686,109.381462169862,97.3294723174534,103.706488610038,102.818847842505,116.070289083643,106.765830393109,121.09195235183
"ENSMUSG00000000673",0.057627547202645,0.0588156254181922,0.0330081174883875,0.267302713833527,0.259796790178132,0.185562218833878,0.0406256819409212,0.607954358672716,0.284758971696587
"ENSMUSG00000000682",0.25300280725983,0.392010891942207,0.428480145411348,0.337395848859284,2.285373619462,0.727196195290868,0.22917131780915,2.21236915759774,0.263404409142129
"ENSMUSG00000000686",0.284994902951404,0.669915204775925,0.382935773986053,0.223661637876187,0.385062458737959,0.692251117410159,0.540850906720847,0.698435651603569,0.304122952870207
"ENSMUSG00000000690",1.33825546027839,1.34846819492784,1.29567954610098,1.68361092695483,1.39040131249319,1.48486894727587,1.42688723984796,1.45436080340494,1.58311348947831
"ENSMUSG00000000693",2.74439807581699,2.69816197099225,2.71094870035194,2.58457808607228,2.65548940255749,2.55449471788508,2.07699738879343,2.39990400652149,3.26191827257719
"ENSMUSG00000000708",48.34561877598,42.0041342913493,43.5302654926487,45.6859076707797,43.7797609831764,42.031097050299,42.2112826965563,39.2529306017756,44.0464469975096
"ENSMUSG00000000711",61.1436222158123,54.4243371179656,55.728385705369,59.9113755725042,56.3404553125867,55.9654469392557,56.04346914319,55.005681803707,56.223743620625
"ENSMUSG00000000724",0.374627081912186,0.360089055262909,0.557723086808324,0.441923740036803,0.617631239634885,0.416598711737135,0.773357343596956,0.450679179359133,0.313620559305355
"ENSMUSG00000000732",1.19685956425959,1.3439789391761,1.69528525858924,1.33274459999358,3.03914797714959,1.9203778189078,1.38017213746536,5.07314531229895,1.77655172737834
"ENSMUSG00000000738",21.3232090566978,20.1474954209589,21.6109562838586,22.8524872822862,20.3274089109205,20.8181367362338,20.4864781540818,21.3263943384379,21.3693416290965
"ENSMUSG00000000739",5.12478786044491,4.75454286758598,4.45907584567858,4.82864412638168,4.69903825177407,5.7462274882372,5.23368900370359,5.3816631631595,5.38849857670737
"ENSMUSG00000000740",64.8665420352503,61.8228799183031,61.7701383539071,58.5084818245689,70.1096519859605,62.8982723159318,64.3938520866312,71.6959830300109,63.4642285677941
"ENSMUSG00000000743",17.8179565116818,16.8460029619571,16.4574861000015,15.4203600323632,17.1619769247034,15.6843734813275,16.3111917134924,16.6826348552086,16.7817262687234
"ENSMUSG00000000751",24.2802710771981,21.8854991734383,23.0296672415568,24.3867462255643,22.9219646521213,22.2160748447622,23.051164232176,20.6441805971843,21.4056344410377
"ENSMUSG00000000753",24.6098712005918,33.6502541079873,38.2527764439618,24.8878561984742,25.8014819398067,32.5508831491242,26.4729627518315,29.4790143793482,30.5837487505192
"ENSMUSG00000000759",7.80916105859421,7.80777087019944,6.82152734692599,7.40489282614521,7.20276288480424,7.61259124821063,7.44616176535784,7.30726339275229,7.07267575047878
"ENSMUSG00000000776",3.82343815994003,4.4737586138065,4.3742382379455,3.92844674800003,4.19072249643989,3.99043198551417,4.2800562545367,3.66360042379172,3.69781788730871
"ENSMUSG00000000782",0.224585797504395,0.685736206846963,0.27713391821489,0.331387647776002,1.39185913584601,0.875529117519396,0.43711823701745,2.32020525591887,0.361456731025405
"ENSMUSG00000000787",132.155779951661,134.941529624657,136.224717399867,133.820817834238,124.063271303693,130.012979025173,146.096805738568,138.638216398911,124.783214687577
"ENSMUSG00000000791",2.40356943666429,2.83546173570671,2.94022203452439,3.156611134845,3.03512528098683,2.90717614220062,3.54111857071134,2.53171342526985,2.99717361620134
"ENSMUSG00000000794",3.18927415442598,2.98114440106829,2.58043298917595,2.51789737529087,2.6310977880171,2.81671265823228,3.13894694453847,2.19844398280962,2.76994932620231
"ENSMUSG00000000804",10.4668944085026,10.2341909793434,8.63840793810344,10.2437380824775,8.85490893264,9.38424633851517,10.0229874273683,9.38549907856025,9.3230400390288
"ENSMUSG00000000805",1.85502394080616,3.31292308215456,3.56197054702598,2.11189399027037,2.11029361063786,3.28993589063998,3.13514485532217,3.28512474210178,1.77252612409763
"ENSMUSG00000000811",1.69595304023006,1.89471949619864,1.75770688955399,1.68203708278724,1.73699807485138,1.84255891961781,2.08346915114588,1.97995310282358,1.87914079526805
"ENSMUSG00000000823",9.01156078638067,8.25988684912411,7.98412242126297,8.30036867202407,9.6642686061837,7.92308487327489,7.80961545308914,8.0964461279248,9.4493587863366
"ENSMUSG00000000826",30.8629903423727,28.9112083492843,28.9398218653295,31.679803675397,32.0701985889399,29.1061023318146,30.1219339558524,32.6937528692876,32.4621238319788
"ENSMUSG00000000827",14.8796721867522,14.0197313025466,13.5646811638895,14.6624081331162,12.7084289801039,13.6668809979089,14.9431277923891,14.6299514901868,14.91422911601
"ENSMUSG00000000838",8.07834995736967,9.72499550128579,8.71108065673338,7.34322361471806,7.77979563559979,8.50948708349107,8.77222313545224,8.85796721118589,8.02143367635541
"ENSMUSG00000000861",0.187548471493098,0.280059481588361,0.0780664606094705,0.0452842579700134,2.09511043157692,0.78183271302006,0.0958341377182196,4.75686885712243,0.0816997031194786
"ENSMUSG00000000876",8.42464357066922,9.87007345656972,10.0513579423808,8.50516379680514,7.85085251865244,9.17266653251597,9.21158944672796,8.31557992314942,8.35129751878355
"ENSMUSG00000000881",1.26184403895232,1.30403108895845,1.21615500057887,1.25511985010405,1.74852415681092,1.16709256453668,1.02057379963474,1.30045363446074,1.74435763257647
"ENSMUSG00000000884",0.48351299607041,0.495988395520905,0.31807128913546,0.445629663352594,0.558877931332159,0.490237138250162,0.370619509384007,0.276290045305252,0.608326568041851
"ENSMUSG00000000901",1.02270099781931,1.37739709030791,1.21566261609227,1.41674667986972,1.96649601207886,1.23106691515201,1.45024647109907,2.14604031102872,1.93203911847726
"ENSMUSG00000000902",16.4745389371031,17.1227342637141,19.0076638322843,18.0720313240674,19.1755396047059,18.3174122662265,19.4722875225064,19.1843126337855,17.7794251668076
"ENSMUSG00000000915",4.70816173632513,6.57655490434308,6.66600782984649,5.08460844126143,5.94668355775859,6.74982268345949,7.65044784439242,8.56452517590332,5.41129953913555
"ENSMUSG00000000916",1.74662042378851,1.82655339927205,1.98743862451115,2.14050965141612,2.18018847441882,2.11977923580727,2.16538596095853,2.00400470496984,2.23278998521488
"ENSMUSG00000000934",2.53125176101251,2.10679179910287,1.93612279009017,2.39710783110836,2.40369148144345,2.18513589863663,2.28700791019582,2.10186975062514,2.33964513886715
"ENSMUSG00000000938",5.55866924529487,4.16800298997004,4.33074970585103,5.33553252512218,5.84646657603357,3.78082577373514,4.01811516968508,4.34139635810174,5.72569067382894
"ENSMUSG00000000942",0.54378844312774,0.631275963941257,0.612042127005528,0.700089471909834,0.476927749738742,0.688497496049483,0.500338466387941,0.437305709088196,0.513975521655
"ENSMUSG00000000948",3.76642666826763,2.725698453052,3.3187891753884,3.80780849497885,3.73991673040746,2.47374236393208,2.62420681625871,2.26915038984027,3.84021087053752
"ENSMUSG00000000957",5.47592204059827,9.75211810388386,7.14624314191636,5.41181388405728,5.57880616245298,7.64777898758751,7.53205505609211,8.30705261939118,6.21879745947272
"ENSMUSG00000000958",0.558863572925354,0.575041299112896,0.713236982271966,0.649374155295114,0.672160124824213,0.544907192114271,0.52489798405575,0.819998759800387,0.74538841811616
"ENSMUSG00000000959",12.0671822922091,11.4251442660391,11.1137365742422,12.5422856173113,11.6344206847563,10.7412112793318,11.1843193253321,12.0486731997208,12.0556444120581
"ENSMUSG00000000976",8.37256660388874,7.73459759821823,8.05017263994164,8.42589865616733,7.9375077814609,8.24828140831342,9.45251072306457,9.57377779142076,7.92013891075791
"ENSMUSG00000001016",26.3539543320506,27.7926323077967,28.744418448273,26.6218265750745,26.9130549600517,28.8420978641574,31.1011560407569,30.1619076543212,26.7232062731725
"ENSMUSG00000001017",36.9652872519848,31.871906269435,33.4230788420421,33.9641039499482,34.9311998091248,33.1485620405259,32.4334782787161,33.8948373394624,34.3757632217516
"ENSMUSG00000001018",23.1133466921725,19.5176316551386,20.5934323460041,23.2731588277306,19.3238193403004,19.572824048574,19.6247209887872,20.1956498684506,20.9752396940859
"ENSMUSG00000001020",1.16009997192295,1.0005624696546,1.40574172770613,1.05141317307748,1.45738691490641,1.04884823432997,1.05002245132753,1.15363120911297,1.3766155610681
"ENSMUSG00000001021",1.21164651646787,1.46984305643907,1.43750543750153,1.3219140056333,1.4387588532869,1.39509499437218,1.55079988043025,1.45939794059142,1.45766493004046
"ENSMUSG00000001025",9.63542555436908,9.74229900668355,11.8165752899,9.7184433676102,10.6024579652388,11.1653207426969,10.8575266513914,11.3490595898477,14.2099197911886
"ENSMUSG00000001027",172.338315512426,162.908280460734,173.498949442563,197.115187464551,179.004045650885,160.859265741326,152.614828507528,140.614991445515,185.909631680375
"ENSMUSG00000001029",1.64350438173681,1.65495565271542,1.79598772936907,1.55527086045058,1.95268603622483,1.64765886789778,1.52923575700535,1.8377265260909,1.51310773929673
"ENSMUSG00000001034",1.33877334644739,1.20387017570358,1.77688764934581,1.29448415229383,1.27015340888502,1.70188530227814,1.34902761583708,1.82098504545058,1.45302689297357
"ENSMUSG00000001036",12.6140300542753,12.5175964868846,11.5022323367942,12.5453856665238,13.4034331565586,11.0427638956979,11.2644376671989,11.0775811375729,13.3796465729178
"ENSMUSG00000001039",0.689711683297262,0.791974817773779,0.704995037870939,0.542695277511425,0.722946268884014,0.581393403367874,0.656638532101931,0.665625362296694,0.635904758958311
"ENSMUSG00000001052",7.48573178247605,10.2150783680114,8.76456137233978,7.85631914482588,8.49532724108721,9.74768118524387,10.2340183351126,10.2062640985474,8.7627094628874
"ENSMUSG00000001053",1.33380121335579,1.91373323069715,2.54689288188321,1.76710520223748,1.84605584523004,1.69413214797589,1.66734882951325,3.12229285531127,1.44731122433628
"ENSMUSG00000001054",3.33335134717601,3.9804833270476,4.11093803360956,4.31662725131912,4.06673082781997,3.53276861599806,4.19248898699715,4.16951624227021,3.64995790382863
"ENSMUSG00000001056",3.50728229718852,3.41531716811177,3.17913378678912,3.55084118638327,3.3019839129014,3.74531504143145,4.2657285772858,3.70781967542572,3.71571483984959
"ENSMUSG00000001062",4.33108097410949,4.8949714843002,5.03382825802462,4.64621413393431,4.32931645886987,4.51922041930523,4.66244425545873,4.78581640127499,5.06347049188747
"ENSMUSG00000001065",3.71080801242755,3.78877511379643,4.44399478675016,3.22258231948448,4.09432009858908,4.02637281931888,4.05520786271246,4.16695853281745,4.10316098749533
"ENSMUSG00000001082",0.72536449821966,0.962529976358867,1.25904284089868,0.895085018253165,0.896496611610641,1.23876976525188,0.979948117693818,0.803178997441022,0.935451386882595
"ENSMUSG00000001089",17.6221678382919,19.0132843574027,18.5671207488755,19.3628095215479,16.9311489938392,17.5094537079065,18.5774601223124,19.8818395795124,18.5134422811916
"ENSMUSG00000001098",4.47506420882142,4.53566809481869,4.94321283111346,4.07896842328949,4.76105364310467,5.1036746628844,4.89054253217648,4.94342499695231,4.43126214684603
"ENSMUSG00000001100",30.6441368087752,30.5445881423358,32.1613872953534,30.5821879952144,30.1431157881607,30.4071316511087,31.2000881707284,31.1585806052446,30.3273720800462
"ENSMUSG00000001105",4.08079916393247,3.54883737636947,3.61395210326893,4.00259881905133,3.86434047937774,3.04642039320862,4.24846212659599,3.54807572437181,3.79002775915568
"ENSMUSG00000001119",31.0523702060475,35.9274234092032,41.4495571129108,30.6504256930142,31.3305837016245,36.9945311506805,27.4896020390003,28.2334011586645,38.388194114046
"ENSMUSG00000001120",0.502163211804164,0.463162868408032,0.62245457420783,0.493096430857911,0.521469682776014,0.524079351632664,0.487338320879032,0.619780858328921,0.582395680541469
"ENSMUSG00000001123",2.2970808529711,2.35302114885002,2.45592442411893,2.46986608081814,2.93660696360656,2.27418353425603,2.26208066026941,2.54919157560828,2.52379153545394
"ENSMUSG00000001127",28.8404610795424,25.6675918794852,27.9535076415624,29.6942276165081,28.4459312934127,26.6562817513902,25.8017476028936,28.1299722112936,27.5547709327161
"ENSMUSG00000001128",1.75562917914684,1.96592530449474,2.07891438191676,1.37100504769332,1.69288822216448,2.17380330381774,1.83554463209056,2.63501421094548,1.51729634575885
"ENSMUSG00000001134",2.89112737974485,2.54802097136214,2.56305772353403,2.92942359647909,2.29275760864504,2.299889287131,2.19172322261565,2.43170236824455,2.73272947584976
"ENSMUSG00000001138",4.82972544981593,6.20640472890065,6.32099350864001,3.81323326163675,4.4811372153686,6.25927721982562,5.73147164449828,5.54233594333109,5.14389015547172
"ENSMUSG00000001143",14.6949010621804,14.8515659179929,14.112936967151,13.2903839755135,14.0662306728218,15.1679219989731,14.4480647252953,14.4128864471123,13.8795877421313
"ENSMUSG00000001150",11.5033173297553,11.5474807247368,11.8404755108771,11.0606085929314,10.6416420957909,11.5220852814694,11.3057007876361,11.241626744861,10.5490846289076
"ENSMUSG00000001151",56.3468033429164,59.8421111962198,66.1169817700957,58.8272282886171,56.0482153857,54.5936865631101,53.4924072086225,47.6434910426996,55.2635662553492
"ENSMUSG00000001156",2.63680062255767,4.25128116536362,3.3208203245562,3.24001716482459,3.69686534942639,3.51643748222887,3.47128472401094,3.55705032219431,2.56949307279221
"ENSMUSG00000001157",6.41915441732437,7.12436168858958,6.65799154046336,6.15008185035062,5.84142554608849,6.28043806231014,6.77580102101218,6.14128010819981,5.82411176401554
"ENSMUSG00000001158",6.70848874835029,6.18448814310931,6.39782753935474,7.15302526220695,6.12768973241294,5.82355597274772,5.55896691965334,5.74518399672806,6.78536725699951
