"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","adjp"
"3495","GO:0007166",1.11246414223831e-06,0.999999563812435,169,1873,"cell surface receptor signaling pathway","BP",0.00040163726599692
"5077","GO:0014912",1.15074785001257e-06,0.999999920542645,9,19,"negative regulation of smooth muscle cell migration","BP",0.000407768454738504
"4488","GO:0010033",1.16773277024782e-06,0.999999536694873,186,2132,"response to organic substance","BP",0.000407768454738504
"14894","GO:0065009",1.19458104257848e-06,0.999999528859251,176,2003,"regulation of molecular function","BP",0.00041041565787039
"12512","GO:0048514",1.21965983361804e-06,0.999999602027796,63,528,"blood vessel morphogenesis","BP",0.00041238054152219
"7082","GO:0030414",1.5247089096076e-06,0.999999627623763,21,107,"peptidase inhibitor activity","MF",0.000507206395863283
"12630","GO:0048731",1.54774028125973e-06,0.999999158133758,287,3544,"system development","BP",0.000507206395863283
"13185","GO:0051247",1.82595631062956e-06,0.999999096302356,128,1355,"positive regulation of protein metabolic process","BP",0.000574940285357738
"1063","GO:0002520",1.82825050279584e-06,0.999999167083861,85,807,"immune system development","BP",0.000574940285357738
"2320","GO:0005102",1.83540394367993e-06,0.999999318430676,110,1136,"signaling receptor binding","MF",0.000574940285357738
"1064","GO:0002521",1.87470884725076e-06,0.999999251309867,54,437,"leukocyte differentiation","BP",0.000578741639931715
"14518","GO:0061135",2.11552235902747e-06,0.999999471005969,21,109,"endopeptidase regulator activity","MF",0.000643753453852058
"13184","GO:0051246",2.31938702960533e-06,0.999998782201676,189,2193,"regulation of protein metabolic process","BP",0.000695848776304552
"3494","GO:0007165",2.93302561148598e-06,0.999998205748441,306,3908,"signal transduction","BP",0.000867727479864763
"13204","GO:0051270",3.34112431304482e-06,0.999998438147992,90,865,"regulation of cellular component movement","BP",0.000974921767015997
"12580","GO:0048660",3.46660753139516e-06,0.999998971394856,25,142,"regulation of smooth muscle cell proliferation","BP",0.00099786766251687
"8133","GO:0032502",3.8649267181764e-06,0.999997472575652,356,4605,"developmental process","BP",0.0010921984297664
"9263","GO:0035239",3.8968630891623e-06,0.99999805972421,80,742,"tube morphogenesis","BP",0.0010921984297664
"10050","GO:0040012",4.43984848638631e-06,0.999997734078635,87,832,"regulation of locomotion","BP",0.00122822354037032
"12545","GO:0048583",4.66024074904827e-06,0.999997035130952,244,2975,"regulation of response to stimulus","BP",0.00127266395122407
"14185","GO:0060537",4.76213062405028e-06,0.999997950137329,50,401,"muscle tissue development","BP",0.00128398036815847
"20610","GO:2000026",4.82223508063834e-06,0.999997248310685,153,1696,"regulation of multicellular organismal development","BP",0.00128398036815847
"7960","GO:0032268",5.82988002582695e-06,0.999996422859991,176,2037,"regulation of cellular protein metabolic process","BP",0.00151979372365677
"588","GO:0001775",5.85057440213396e-06,0.999996951920774,79,752,"cell activation","BP",0.00151979372365677
"474","GO:0001568",6.01609616371034e-06,0.999997104257693,68,607,"blood vessel development","BP",0.00153013225662917
"417","GO:0001221",6.03404110402565e-06,0.999999011017554,13,47,"transcription cofactor binding","MF",0.00153013225662917
"16490","GO:0090049",6.44124279023543e-06,0.999999150876401,11,35,"regulation of cell migration involved in sprouting angiogenesis","BP",0.001614175443233
"19231","GO:1903706",6.66949616915586e-06,0.999997200845383,42,327,"regulation of hemopoiesis","BP",0.00164272591295151
"12579","GO:0048659",6.70941056414166e-06,0.999997922589817,25,147,"smooth muscle cell proliferation","BP",0.00164272591295151
"12685","GO:0048856",6.90549794327135e-06,0.999995325085685,334,4295,"anatomical structure development","BP",0.00167152286010935
"10796","GO:0043434",7.15674966598696e-06,0.999997135423545,38,277,"response to peptide hormone","BP",0.00168615477343481
"4444","GO:0009891",7.21321156547819e-06,0.999995703202338,142,1563,"positive regulation of biosynthetic process","BP",0.00168615477343481
"19736","GO:1904705",7.2825801209334e-06,0.999998775193804,13,49,"regulation of vascular smooth muscle cell proliferation","BP",0.00168615477343481
"20555","GO:1990874",7.2825801209334e-06,0.999998775193804,13,49,"vascular smooth muscle cell proliferation","BP",0.00168615477343481
"449","GO:0001525",7.60644509369621e-06,0.999996496247035,53,440,"angiogenesis","BP",0.00173277332230402
"11623","GO:0045765",7.64662186266267e-06,0.999997006747242,36,259,"regulation of angiogenesis","BP",0.00173277332230402
"7055","GO:0030334",8.27303555170802e-06,0.999995620736918,81,770,"regulation of cell migration","BP",0.00184941173675904
"12546","GO:0048584",8.33498552785633e-06,0.999994992439525,147,1650,"positive regulation of response to stimulus","BP",0.00184941173675904
"4790","GO:0010830",8.90518141156924e-06,0.999998328678934,14,57,"regulation of myotube differentiation","BP",0.00195555947678182
"4449","GO:0009896",9.10562504960279e-06,0.999995938504303,48,387,"positive regulation of catabolic process","BP",0.00197917264471009
"6837","GO:0023052",9.51021414778379e-06,0.99999341510597,328,4275,"signaling","BP",0.00204623304608023
"20670","GO:2000145",9.78412134699296e-06,0.999994763528388,83,799,"regulation of cell motility","BP",0.00208411568812297
"3854","GO:0008284",9.95063429811453e-06,0.999994775298049,77,743,"positive regulation of cell population proliferation","BP",0.00208706494431176
"17997","GO:1900047",9.9939263095535e-06,0.999998427800226,12,43,"negative regulation of hemostasis","BP",0.00208706494431176
"4573","GO:0010466",1.01862150097638e-05,0.999996753277446,25,154,"negative regulation of peptidase activity","BP",0.00208721782378771
"1154","GO:0002684",1.01906320676927e-05,0.999994768173357,71,668,"positive regulation of immune system process","BP",0.00208721782378771
"15577","GO:0071310",1.04197894944684e-05,0.99999350550848,153,1725,"cellular response to organic substance","BP",0.00211382796211117
"3761","GO:0008134",1.09395324277566e-05,0.9999944458915,68,623,"transcription factor binding","MF",0.0021801223462731
"12547","GO:0048585",1.09512741679368e-05,0.999993430607955,123,1326,"negative regulation of response to stimulus","BP",0.0021801223462731
"8768","GO:0033993",1.1112475089667e-05,0.999994605805195,59,521,"response to lipid","BP",0.00219172992486108
"11020","GO:0044092",1.15410370097661e-05,0.999993831507385,81,798,"negative regulation of molecular function","BP",0.00225537274628465
"5070","GO:0014902",1.16681876158691e-05,0.999996831673848,20,107,"myotube differentiation","BP",0.00225949149459661
"7882","GO:0032101",1.24199220345505e-05,0.999993534755127,73,695,"regulation of response to external stimulus","BP",0.0023833942275492
"11681","GO:0045892",1.26194534353743e-05,0.999992804488531,96,971,"negative regulation of transcription, DNA-templated","BP",0.00238765578947349
"12912","GO:0050819",1.27409325472484e-05,0.99999793544292,12,44,"negative regulation of coagulation","BP",0.00238765578947349
"4370","GO:0009605",1.2778402891882e-05,0.999991853574907,156,1788,"response to external stimulus","BP",0.00238765578947349
"13621","GO:0052547",1.45261887597144e-05,0.999993956152296,38,296,"regulation of peptidase activity","BP",0.00266017761227211
"18772","GO:1902679",1.47197611085685e-05,0.999991573584813,96,975,"negative regulation of RNA biosynthetic process","BP",0.00266017761227211
"19134","GO:1903507",1.47197611085685e-05,0.999991573584813,96,975,"negative regulation of nucleic acid-templated transcription","BP",0.00266017761227211
"12578","GO:0048646",1.48257002709933e-05,0.999991554783683,94,945,"anatomical structure formation involved in morphogenesis","BP",0.00266017761227211
"10852","GO:0043536",1.49607783374998e-05,0.99999728208852,13,51,"positive regulation of blood vessel endothelial cell migration","BP",0.00266017761227211
"3569","GO:0007275",1.51145387881124e-05,0.999989292471602,309,3951,"multicellular organism development","BP",0.00266017761227211
"4442","GO:0009889",1.52321245569008e-05,0.999989602590049,230,2820,"regulation of biosynthetic process","BP",0.00266017761227211
"13085","GO:0051093",1.52359827565465e-05,0.999991529114349,85,842,"negative regulation of developmental process","BP",0.00266017761227211
"4611","GO:0010557",1.53786036313945e-05,0.999990434574996,133,1461,"positive regulation of macromolecule biosynthetic process","BP",0.00266324907278321
"711","GO:0001944",1.56201483809147e-05,0.999991809806729,69,637,"vasculature development","BP",0.00268326436017632
"6934","GO:0030162",1.58219741695473e-05,0.999992178120113,60,551,"regulation of proteolysis","BP",0.00269619097428421
"8358","GO:0032870",1.60693539643734e-05,0.99999251926689,49,408,"cellular response to hormone stimulus","BP",0.00271661356186601
"14472","GO:0061045",1.65519146521812e-05,0.999996684825734,14,60,"negative regulation of wound healing","BP",0.00277616011028435
"13192","GO:0051254",1.70714495577758e-05,0.999989535102771,122,1312,"positive regulation of RNA metabolic process","BP",0.00283188774056152
"3855","GO:0008285",1.71500642473328e-05,0.999991325632633,61,552,"negative regulation of cell population proliferation","BP",0.00283188774056152
"17996","GO:1900046",1.78043470363518e-05,0.999996139634104,15,68,"regulation of hemostasis","BP",0.00288334187782773
"793","GO:0002053",1.79008146621222e-05,0.999997661525536,10,31,"positive regulation of mesenchymal cell proliferation","BP",0.00288334187782773
"6927","GO:0030154",1.79561837920806e-05,0.999987601601563,249,3084,"cell differentiation","BP",0.00288334187782773
"18295","GO:1901342",1.80031204990887e-05,0.99999244016994,38,290,"regulation of vasculature development","BP",0.00288334187782773
"15599","GO:0071345",1.82078065991115e-05,0.999990670361961,63,582,"cellular response to cytokine stimulus","BP",0.00289436185349011
"4655","GO:0010632",1.8665842781938e-05,0.999993211854592,29,194,"regulation of epithelial cell migration","BP",0.00294519345998564
"14517","GO:0061134",1.94854133418119e-05,0.999994053303726,22,136,"peptidase regulator activity","MF",0.00304665904536116
"4612","GO:0010558",1.95949621714698e-05,0.999988183014444,111,1175,"negative regulation of macromolecule biosynthetic process","BP",0.00304665904536116
"11426","GO:0045321",2.01013443663469e-05,0.999989323118605,70,666,"leukocyte activation","BP",0.00310274446628663
"10858","GO:0043542",2.04744761139533e-05,0.999992829826664,27,176,"endothelial cell migration","BP",0.00313760299067136
"13253","GO:0051346",2.09282271494645e-05,0.99999124693901,37,284,"negative regulation of hydrolase activity","BP",0.00316384053861046
"15697","GO:0071495",2.09427499152188e-05,0.99998788832255,92,926,"cellular response to endogenous stimulus","BP",0.00316384053861046
"11714","GO:0045935",2.11105556579544e-05,0.999986797080405,132,1453,"positive regulation of nucleobase-containing compound metabolic process","BP",0.00316673201457807
"357","GO:0000976",2.14836260960355e-05,0.999988670655293,68,627,"transcription regulatory region sequence-specific DNA binding","MF",0.00320015887742414
"10657","GO:0043207",2.28732415042733e-05,0.999987130060414,85,874,"response to external biotic stimulus","BP",0.00336015805022431
"13436","GO:0051707",2.28732415042733e-05,0.999987130060414,85,874,"response to other organism","BP",0.00336015805022431
"13191","GO:0051253",2.42996700813558e-05,0.999985570812916,101,1052,"negative regulation of RNA metabolic process","BP",0.00352397939760184
"9300","GO:0035295",2.43192794445083e-05,0.999985954453083,90,903,"tube development","BP",0.00352397939760184
"16184","GO:0072358",2.55346849671659e-05,0.999986396068361,69,647,"cardiovascular system development","BP",0.00366883864300883
"7497","GO:0031328",2.56634410501064e-05,0.99998362785216,137,1530,"positive regulation of cellular biosynthetic process","BP",0.00366883864300883
"4571","GO:0010464",2.6000400003433e-05,0.999995899937368,11,39,"regulation of mesenchymal cell proliferation","BP",0.00367920474457063
"4634","GO:0010595",2.60814007056085e-05,0.999993407410892,17,86,"positive regulation of endothelial cell migration","BP",0.00367920474457063
"379","GO:0001067",2.67303134997384e-05,0.999985681565912,68,631,"regulatory region nucleic acid binding","MF",0.00373276132077763
"12695","GO:0048869",2.68115338284108e-05,0.999981097195322,252,3146,"cellular developmental process","BP",0.00373276132077763
"16380","GO:0080134",2.73714541728147e-05,0.999983729165968,100,1055,"regulation of response to stress","BP",0.00376885343134732
"4610","GO:0010556",2.74246411839273e-05,0.999981084207437,217,2653,"regulation of macromolecule biosynthetic process","BP",0.00376885343134732
"20654","GO:2000113",2.83248551630469e-05,0.999982737795716,108,1144,"negative regulation of cellular macromolecule biosynthetic process","BP",0.00386761371684655
"4450","GO:0009897",2.85065440532604e-05,0.999987884265223,37,290,"external side of plasma membrane","CC",0.00386762990368472
"4468","GO:0009966",2.95525662413378e-05,0.99997997441909,188,2236,"regulation of signal transduction","BP",0.00397957413497445
"4878","GO:0010941",2.97052855481403e-05,0.999981366904048,123,1375,"regulation of cell death","BP",0.00397957413497445
"703","GO:0001935",3.01401690396818e-05,0.999990836606751,21,126,"endothelial cell proliferation","BP",0.00400217917602807
"18400","GO:1901652",3.02497933120755e-05,0.999986509126445,41,327,"response to peptide","BP",0.00400217917602807
"7495","GO:0031326",3.05768348167529e-05,0.999978682858675,224,2759,"regulation of cellular biosynthetic process","BP",0.00402047628661515
"12911","GO:0050818",3.08315540030281e-05,0.999992940626284,15,71,"regulation of coagulation","BP",0.00402909774121781
"358","GO:0000977",3.1459571345821e-05,0.99998350444741,64,587,"RNA polymerase II transcription regulatory region sequence-specific DNA binding","MF",0.00408609956852033
"17280","GO:0098772",3.22564178038264e-05,0.999980184856824,110,1215,"molecular function regulator","MF",0.00416420579175337
"6781","GO:0022603",3.27702061565955e-05,0.999980850183945,89,898,"regulation of anatomical structure morphogenesis","BP",0.00420504916470868
"8451","GO:0033002",3.33313985103979e-05,0.999987450315981,29,199,"muscle cell proliferation","BP",0.00425144981838315
"7496","GO:0031327",3.44002512041195e-05,0.999978723554075,113,1216,"negative regulation of cellular biosynthetic process","BP",0.00436166518392232
"12910","GO:0050817",3.57661087712279e-05,0.999988637087962,22,133,"coagulation","BP",0.00450801114163269
"6447","GO:0019899",4.15622956451316e-05,0.999971844097555,174,2060,"enzyme binding","MF",0.00519295497068255
"11518","GO:0045597",4.17447830630661e-05,0.999975639773848,86,872,"positive regulation of cell differentiation","BP",0.00519295497068255
"12889","GO:0050790",4.19317522631519e-05,0.999973061846407,130,1471,"regulation of catalytic activity","BP",0.00519295497068255
"17899","GO:0140297",4.35266006588242e-05,0.999980216034561,41,331,"DNA-binding transcription factor binding","MF",0.0053358099044774
"8228","GO:0032651",4.36708399234581e-05,0.999991002778345,13,58,"regulation of interleukin-1 beta production","BP",0.0053358099044774
"16185","GO:0072359",4.38367557055324e-05,0.999973882727614,93,957,"circulatory system development","BP",0.0053358099044774
"6956","GO:0030195",4.44113305814872e-05,0.999992453437347,11,42,"negative regulation of blood coagulation","BP",0.00537503268588784
"21203","GO:2001141",4.7020628626505e-05,0.999967801866278,184,2199,"regulation of RNA biosynthetic process","BP",0.00565868028459426
"4575","GO:0010468",4.8423498548045e-05,0.999965340387676,255,3236,"regulation of gene expression","BP",0.00579476934029162
"20653","GO:2000112",4.97692707576083e-05,0.999965268366845,210,2575,"regulation of cellular macromolecule biosynthetic process","BP",0.00592254322015539
"13182","GO:0051240",5.05468498893156e-05,0.999967295561286,132,1481,"positive regulation of multicellular organismal process","BP",0.00598165805273507
"60","GO:0000122",5.17439835008692e-05,0.999971031865626,72,698,"negative regulation of transcription by RNA polymerase II","BP",0.00605927564176342
"9963","GO:0038089",5.17716617436244e-05,0.999998256182338,5,8,"positive regulation of cell migration by vascular endothelial growth factor signaling pathway","BP",0.00605927564176342
"2965","GO:0006355",5.24208594754531e-05,0.999963949648326,183,2189,"regulation of transcription, DNA-templated","BP",0.00609853723360432
"18921","GO:1903035",5.26797263500866e-05,0.999987276171879,15,74,"negative regulation of response to wounding","BP",0.00609853723360432
"3819","GO:0008219",5.46830410709818e-05,0.999963859721838,144,1683,"cell death","BP",0.00629623490731343
"704","GO:0001936",5.60448101875513e-05,0.999983382518837,19,112,"regulation of endothelial cell proliferation","BP",0.00638744099559655
"13086","GO:0051094",5.60749009988524e-05,0.999964916285537,110,1191,"positive regulation of developmental process","BP",0.00638744099559655
"13442","GO:0051716",5.77907014547715e-05,0.999957024884119,375,5089,"cellular response to stimulus","BP",0.00654787091323451
"359","GO:0000978",5.94377689494069e-05,0.999970624407399,49,422,"RNA polymerase II cis-regulatory region sequence-specific DNA binding","MF",0.00669885670048316
"4985","GO:0014706",5.98144019061525e-05,0.999971301275732,45,382,"striated muscle tissue development","BP",0.00670582407896291
"21170","GO:2001026",6.26436773597619e-05,0.999994406800604,7,18,"regulation of endothelial cell chemotaxis","BP",0.00698624592377114
"6954","GO:0030193",6.32014465090839e-05,0.999985418037661,14,67,"regulation of blood coagulation","BP",0.00701173964630206
"19133","GO:1903506",6.45211770659047e-05,0.999955436223426,183,2197,"regulation of nucleic acid-templated transcription","BP",0.0070796730626439
"3632","GO:0007517",6.45849678639523e-05,0.999969754248437,42,352,"muscle organ development","BP",0.0070796730626439
"4443","GO:0009890",6.48108655563383e-05,0.999958989806284,114,1250,"negative regulation of biosynthetic process","BP",0.0070796730626439
"12942","GO:0050865",6.62755705033374e-05,0.999966725071977,50,447,"regulation of cell activation","BP",0.00720273432291628
"4371","GO:0009607",6.80972222422614e-05,0.999959755708451,85,900,"response to biotic stimulus","BP",0.0073631417816366
"7747","GO:0031800",7.02675660976814e-05,1,3,3,"type 3 metabotropic glutamate receptor binding","MF",0.00755944154266016
"15374","GO:0070887",7.12299837539023e-05,0.999950852369979,179,2164,"cellular response to chemical stimulus","BP",0.00762447177860237
"14194","GO:0060548",7.30622789451419e-05,0.999957121855663,81,841,"negative regulation of cell death","BP",0.00778149801905233
"13093","GO:0051101",7.49877196365852e-05,0.999978140956064,18,104,"regulation of DNA binding","BP",0.00784588491589959
"19756","GO:1904738",7.49892052349271e-05,0.999991326364029,8,23,"vascular associated smooth muscle cell migration","BP",0.00784588491589959
"19766","GO:1904752",7.49892052349271e-05,0.999991326364029,8,23,"regulation of vascular associated smooth muscle cell migration","BP",0.00784588491589959
"3662","GO:0007596",7.51401588114884e-05,0.999975536221174,21,130,"blood coagulation","BP",0.00784588491589959
"13123","GO:0051146",7.56619516186315e-05,0.999967034930928,35,275,"striated muscle cell differentiation","BP",0.00786183039721205
"11614","GO:0045746",7.62102759533964e-05,0.999989311681123,9,30,"negative regulation of Notch signaling pathway","BP",0.00786292389376897
"11713","GO:0045934",7.64107434397529e-05,0.999952262882011,105,1136,"negative regulation of nucleobase-containing compound metabolic process","BP",0.00786292389376897
"3379","GO:0006950",7.71529700280687e-05,0.999945085754197,217,2732,"response to stress","BP",0.0078720331994538
"10877","GO:0043565",7.72383896852657e-05,0.999954474573891,82,829,"sequence-specific DNA binding","MF",0.0078720331994538
"8366","GO:0032879",7.91496624230817e-05,0.99994490346697,185,2241,"regulation of localization","BP",0.00802841409178125
"12581","GO:0048661",8.26560997452828e-05,0.999976815030105,17,93,"positive regulation of smooth muscle cell proliferation","BP",0.00834434872357474
"2493","GO:0005515",8.32702951966393e-05,0.999937372172062,497,6991,"protein binding","MF",0.00836670074520573
"10126","GO:0042113",8.38059009381528e-05,0.99996720277744,28,201,"B cell activation","BP",0.00838098354874926
"7962","GO:0032270",8.48743384821095e-05,0.999945841854669,113,1257,"positive regulation of cellular protein metabolic process","BP",0.00844816955143651
"12037","GO:0046660",9.02315915188283e-05,0.99997447566704,17,94,"female sex differentiation","BP",0.00893964246950029
"10055","GO:0040017",9.11394653092633e-05,0.999952361972589,54,493,"positive regulation of locomotion","BP",0.00898778588218805
"6890","GO:0030099",9.29228402697937e-05,0.999956983367778,39,331,"myeloid cell differentiation","BP",0.00912142590132201
"3664","GO:0007599",9.45380358052318e-05,0.999968660509964,21,132,"hemostasis","BP",0.00923740688388644
"11682","GO:0045893",9.59933588159433e-05,0.9999385637446,112,1229,"positive regulation of transcription, DNA-templated","BP",0.00933646136756646
"10589","GO:0043086",9.64284071576274e-05,0.999948826574147,56,531,"negative regulation of catalytic activity","BP",0.00933646136756646
"12582","GO:0048662",9.74856472078539e-05,0.999981589613407,11,46,"negative regulation of smooth muscle cell proliferation","BP",0.0093961166116493
"19217","GO:1903670",9.81638751326868e-05,0.99997789049811,13,61,"regulation of sprouting angiogenesis","BP",0.00941886803694307
"11149","GO:0044419",9.88303425984848e-05,0.999938838528517,96,1055,"interspecies interaction between organisms","BP",0.00944029205242298
"1203","GO:0002740",0.00010025386561604,1,3,3,"negative regulation of cytokine secretion involved in immune response","BP",0.00953351603342534
"13816","GO:0060021",0.000105772797818149,0.999972670558072,15,76,"roof of mouth development","BP",0.00995506403976605
"4652","GO:0010628",0.00010612374101859,0.999927768066029,153,1799,"positive regulation of gene expression","BP",0.00995506403976605
"13450","GO:0051726",0.000106385183462637,0.999937635076318,77,787,"regulation of cell cycle","BP",0.00995506403976605
"19135","GO:1903508",0.000106556246235701,0.99993160571231,112,1232,"positive regulation of nucleic acid-templated transcription","BP",0.00995506403976605
"6221","GO:0019219",0.000109556450876234,0.999921755637864,211,2620,"regulation of nucleobase-containing compound metabolic process","BP",0.010093805195431
"8229","GO:0032652",0.000109592708193175,0.999973147536552,14,71,"regulation of interleukin-1 production","BP",0.010093805195431
"12031","GO:0046649",0.000109645704637027,0.999940742111724,58,554,"lymphocyte activation","BP",0.010093805195431
"18773","GO:1902680",0.000110007827624494,0.999929327565347,112,1233,"positive regulation of RNA biosynthetic process","BP",0.010093805195431
"13622","GO:0052548",0.000110617871773429,0.999952746237521,32,255,"regulation of endopeptidase activity","BP",0.010093805195431
"7884","GO:0032103",0.000110884485035015,0.99994937396903,37,308,"positive regulation of response to external stimulus","BP",0.010093805195431
"13186","GO:0051248",0.000115897740276138,0.999930201635223,84,882,"negative regulation of protein metabolic process","BP",0.0105052670877533
"4524","GO:0010243",0.000120682352240658,0.999931045475063,69,683,"response to organonitrogen compound","BP",0.010892605021518
"7056","GO:0030335",0.00012222725413191,0.999936041046909,52,474,"positive regulation of cell migration","BP",0.0109493084686931
